class_name,kind,dataset_id,item_key,review_verdict,answer,class_box_count,label_count,source_image_path,annotation_path,updated_at,reviewed_at,negative_reason
smoke,negative,loop:finetune_v2,images/test/event_feedback_000539_smoke_782753e067c63d47.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/test/event_feedback_000539_smoke_782753e067c63d47.jpg,.runtime/yolo_label_review/manual_annotations_v1/c6/c6825395693ce915597e36a2fe44d587eec4bdf117f9ca7c1c8560aea36fc67c.json,2026-07-24T08:37:25.333Z,2026-07-24T08:37:25.333Z,manual_negative
smoke,negative,loop:finetune_v2,images/test/event_feedback_000602_smoke_949958e072be12dd.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/test/event_feedback_000602_smoke_949958e072be12dd.jpg,.runtime/yolo_label_review/manual_annotations_v1/a7/a7ad6b307f216a8ae77701b5e2043896d9468ff5c4e73bcf021da8eb986398bb.json,2026-07-24T08:38:27.821Z,2026-07-24T08:38:27.821Z,manual_negative
smoke,negative,loop:finetune_v2,images/test/event_feedback_005653_smoke_184e873fae1c4c65.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/test/event_feedback_005653_smoke_184e873fae1c4c65.jpg,.runtime/yolo_label_review/manual_annotations_v1/db/dbc710756c8a2b61e704060c4cddb3b568d15a437cb1a29a33fa1f42aca0d643.json,2026-07-24T08:41:29.743Z,2026-07-24T08:41:29.743Z,manual_negative
smoke,negative,loop:finetune_v2,images/test/event_feedback_011889_fire_47e60017b7ae77fe.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/test/event_feedback_011889_fire_47e60017b7ae77fe.jpg,.runtime/yolo_label_review/manual_annotations_v1/96/962554f4ce035e0fdd6c309b50900f0298e2a8ad1a55ec70894c31ce6968306f.json,2026-07-24T08:57:27.028Z,2026-07-24T08:57:27.028Z,pass_other_class_or_empty
smoke,negative,loop:finetune_v2,images/test/event_feedback_011906_fire_e60826835d42e678.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/test/event_feedback_011906_fire_e60826835d42e678.jpg,.runtime/yolo_label_review/manual_annotations_v1/1f/1f019e7629f98227cb3857bad1c4def7ef87d3c3e1371e3711d7449c892a793c.json,2026-07-24T08:58:47.357Z,2026-07-24T08:58:47.357Z,pass_other_class_or_empty
smoke,negative,loop:finetune_v2,images/test/event_feedback_016158_smoke_ca04bf94be38688e.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/test/event_feedback_016158_smoke_ca04bf94be38688e.jpg,.runtime/yolo_label_review/manual_annotations_v1/97/97dfc044f85ba5cf3f94eb87847b6e7675bfbdf179947f3487ee530903bb1b6d.json,2026-07-24T09:03:40.051Z,2026-07-24T09:03:40.051Z,manual_negative
smoke,negative,loop:finetune_v2,images/test/event_feedback_016688_smoke_da52c43c57220e8d.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/test/event_feedback_016688_smoke_da52c43c57220e8d.jpg,.runtime/yolo_label_review/manual_annotations_v1/3d/3d912af7a779d27882eea6726161098046bea9869026782dac479c53986259f7.json,2026-07-24T09:04:17.065Z,2026-07-24T09:04:17.065Z,manual_negative
smoke,negative,loop:finetune_v2,images/test/event_feedback_016932_smoke_70acacf05c747304.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/test/event_feedback_016932_smoke_70acacf05c747304.jpg,.runtime/yolo_label_review/manual_annotations_v1/aa/aacff2d3e5ef3928ce13e082bb7f5d3420542e09eefcca437d2f4b82ab80a9e4.json,2026-07-24T09:05:08.473Z,2026-07-24T09:05:08.473Z,manual_negative
smoke,negative,loop:finetune_v2,images/train/event_feedback_000454_smoke_cbd713e7aa232346.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000454_smoke_cbd713e7aa232346.jpg,.runtime/yolo_label_review/manual_annotations_v1/6d/6db81c20d81f356df83833f1635ef1afd53cb49bdac88bab9696e2ad1c423038.json,2026-07-24T08:37:17.247Z,2026-07-24T08:37:17.247Z,manual_negative
smoke,negative,loop:finetune_v2,images/train/event_feedback_000592_smoke_42c13dbff045f809.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000592_smoke_42c13dbff045f809.jpg,.runtime/yolo_label_review/manual_annotations_v1/52/52d9d04c0e1dde7f24a8f57a34accd6ab2b73e56b122119316b086e5d3c00d0d.json,2026-07-24T08:37:38.104Z,2026-07-24T08:37:38.104Z,manual_negative
smoke,negative,loop:finetune_v2,images/train/event_feedback_000593_smoke_fb7d7177701785eb.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000593_smoke_fb7d7177701785eb.jpg,.runtime/yolo_label_review/manual_annotations_v1/29/2984ab6116838f5e3fb012f51e5037d2f7cbd7ea538dac69c636b3a21c32d9b6.json,2026-07-24T08:37:46.505Z,2026-07-24T08:37:46.505Z,manual_negative
smoke,negative,loop:finetune_v2,images/train/event_feedback_000594_smoke_2d81289874520bb1.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000594_smoke_2d81289874520bb1.jpg,.runtime/yolo_label_review/manual_annotations_v1/f1/f1e743818ad9a2ae9118e32736fbe079e87e31616e7115ff6a397490a872e5d5.json,2026-07-24T08:37:55.389Z,2026-07-24T08:37:55.389Z,manual_negative
smoke,negative,loop:finetune_v2,images/train/event_feedback_000596_smoke_1bf14e47820e713b.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000596_smoke_1bf14e47820e713b.jpg,.runtime/yolo_label_review/manual_annotations_v1/01/01b693ba99101f5617547ddd1068d0b1e0b95eb2ff362a205381d873154b347a.json,2026-07-24T08:38:05.270Z,2026-07-24T08:38:05.270Z,manual_negative
smoke,negative,loop:finetune_v2,images/train/event_feedback_000601_smoke_0dbdb717a1bc5b9b.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000601_smoke_0dbdb717a1bc5b9b.jpg,.runtime/yolo_label_review/manual_annotations_v1/60/604033b376d846c46652e7a9f7d311d8b02a08062588c2e1bd92f81cdeb7cce7.json,2026-07-24T08:38:14.430Z,2026-07-24T08:38:14.430Z,manual_negative
smoke,negative,loop:finetune_v2,images/train/event_feedback_000603_smoke_a28ece375d95fecd.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000603_smoke_a28ece375d95fecd.jpg,.runtime/yolo_label_review/manual_annotations_v1/12/1266f1a7f2345bcefde3f9b270fe8ac7c88da631df43e720b75e41ea7099fa75.json,2026-07-24T08:38:37.331Z,2026-07-24T08:38:37.331Z,manual_negative
smoke,negative,loop:finetune_v2,images/train/event_feedback_000604_smoke_7a91a379e5f9f8e7.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000604_smoke_7a91a379e5f9f8e7.jpg,.runtime/yolo_label_review/manual_annotations_v1/c8/c865703d99c429519f2e518b8d00a8be1d4d27439d68ecf2f5f811f11c7e0030.json,2026-07-24T08:38:46.659Z,2026-07-24T08:38:46.659Z,manual_negative
smoke,negative,loop:finetune_v2,images/train/event_feedback_000605_smoke_a483c9765a2c1741.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000605_smoke_a483c9765a2c1741.jpg,.runtime/yolo_label_review/manual_annotations_v1/c4/c426afa6b053475b05ff4fdaac9295a5d5cc6e6b5d4d9eab3811a854bfe5fc64.json,2026-07-24T08:38:57.960Z,2026-07-24T08:38:57.960Z,manual_negative
smoke,negative,loop:finetune_v2,images/train/event_feedback_000606_smoke_7a3306e841b9c8cc.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000606_smoke_7a3306e841b9c8cc.jpg,.runtime/yolo_label_review/manual_annotations_v1/61/61ff6730ef3038ca474afea009e20562b1fbd2afbee05487a272c87e67ea325d.json,2026-07-24T08:39:06.756Z,2026-07-24T08:39:06.756Z,manual_negative
